 order_id, shop_id, shop_category,-, user_historical_order,status, pay_type,original_price,price_after_restaurant_promotion,realpay_price, total_delivery_price, ata, eta, coupon_batch_id
a1615,7800,Drinks,626,26,Completed,2,31000,21200,21200,2600,25,44,null
a3116,100,Ice Creame,3378,24,Completed,2,19000,13600,10600,2200,15,34,55226930
a1623,8100,Ice Creame,806,10,Completed,2,14000,16200,14000,2200,14,33,55226944
a1761,8600,null,9903,4,Completed,1,20600,22400,12900,1800,20,39,55226348
a5147,8600,Pizza,4017,1,Completed,1,32400,21945,16845,3000,35,54,55226850
a4810,7100,Pizza,2214,19,Completed,1,21000,18300,8800,2300,30,49,55226350
a4432,1200,Pizza,135,8,Completed,1,15200,17600,8100,2400,23,42,55226348
a1086,7700,Pizza,5758,7,Completed,1,19500,18200,15500,2700,22,41,55226944
a1845,2900,Pizza,1043,3,Completed,2,26700,24430,21930,2500,17,36,55226944
a4033,7400,Pizza,4780,6,Completed,1,31000,17000,15500,1500,15,34,55220890
a3949,7800,Pollo,6226,7,Completed,1,17000,12500,12500,2300,39,58,null
a3010,4900,Pozole,6848,18,Completed,1,13300,12440,2940,1800,16,35,55226352
a4884,5100,Ramen,3170,5,Completed,1,13500,8750,8750,2000,29,48,null
a5003,5100,Ramen,1443,3,Completed,1,13500,8950,8950,2200,25,44,null
a1904,100,Sandwiches,3552,1,Completed,2,8832,11932,7932,3100,19,38,55226840
a3040,5100,Snacks,4926,2,Completed,1,43500,29300,29000,300,37,56,55226944
a3041,6000,Snacks,1282,1,Completed,2,3000,4800,800,1800,14,33,55226840
a4463,3400,Soup,2295,1,Completed,1,27300,23800,16800,3700,26,45,55223770
a4016,7500,Sushi,9297,12,Completed,1,17100,19900,17100,2800,40,59,55220886
a2589,100,Sushi,6029,2,Completed,1,16500,20000,20000,3500,34,53,null
a1077,2100,Sushi,495,5,Completed,2,32300,34500,34500,2200,28,47,null
a5111,2300,Sushi,370,7,Completed,2,34500,24700,21500,3200,26,45,55226944
a4274,8300,Sushi,7054,7,Completed,1,21100,10550,10550,0,25,44,null
a2434,9800,Sushi,5842,7,Completed,1,7000,6150,3850,2300,24,43,55226944
a1404,2800,Sushi,5405,10,Completed,1,10500,11700,11700,2200,20,39,null
a1827,100,Sushi,6420,1,Completed,1,9500,11300,11300,1800,19,38,null
a4327,1200,Sushi,4723,1,Completed,1,28600,16100,12100,1800,15,34,55226840
a2542,5200,Tacos,5053,13,Completed,1,27400,31300,31300,3900,40,59,null
a1733,4800,Tacos,2488,5,Completed,1,9500,10300,8000,2300,35,54,55220888
a3655,8500,Tacos,1651,1,Completed,2,22000,20700,10700,3100,26,45,55226494
a1212,900,Tacos,3284,22,Completed,1,14500,11400,11400,2700,23,42,null
a3756,6600,Tacos,200,71,Completed,1,10400,12600,12600,2200,21,40,null
a3741,6800,Tacos,9158,27,Completed,2,9600,12300,12300,2700,18,37,null
a4337,7900,Tacos,7255,30,Completed,1,7500,9800,9800,2300,18,37,null
a3175,900,Tacos,7584,2,Completed,2,14500,16300,14500,1800,17,36,55226944
a4318,5000,Tacos,9225,4,Completed,1,13800,11400,9200,2200,14,33,55220888
a2646,6200,Tacos,9616,1,Completed,2,5600,7400,400,1800,12,31,55223770
a4777,6100,Tacos,2137,19,Completed,2,6900,7620,7620,2100,11,30,null
a3553,2300,Tacos,6616,3,Completed,2,1400,3200,1400,1800,6,25,55220882
a3972,9700,Tamales,8038,14,Completed,1,6500,7650,4550,3100,18,37,55220896
a3081,9100,Tortas,8510,3,Completed,1,7100,9400,9400,2300,22,41,null
a4635,5100,Tortas,8366,4,Completed,2,16000,18200,18200,2200,13,32,null
a1055,3800,Tortas,9998,2,Completed,1,6000,6900,4800,2100,11,30,55226616
a4066,5100,Tortas,9648,1,Completed,2,5000,7200,200,2200,10,29,55223770
a1674,2200,Wings,6472,5,Completed,1,24000,27100,24100,3100,30,49,55222722
a1759,8900,Wings,9590,1,Completed,2,3000,6100,100,3100,29,48,55222670
a2783,200,Antojitos,4940,5,Completed,2,11400,13800,13800,2400,22,42,null
a3615,7300,Burger,8183,1,Completed,2,7500,11200,7200,3700,36,56,55226840
a1803,7300,Burger,3543,1,Completed,2,9900,8850,1850,3900,32,52,55223770
a1328,5400,Burger,9358,6,Completed,1,17400,18500,18500,1100,30,50,null
a2992,1300,Burger,1834,5,Completed,1,23000,26100,20100,3100,30,50,55220392
a1378,9800,Burger,603,1,Completed,1,11500,14600,6600,3100,29,49,55226502
a3115,5100,Burger,7357,8,Completed,1,29700,22590,22590,1800,28,48,null
a3943,9700,Burger,6036,44,Completed,1,31900,19050,15240,3100,27,47,55179736
a3582,6400,Burger,4545,4,Completed,2,10700,13400,13400,2700,26,46,null
a2124,9800,Burger,2968,6,Completed,1,20000,22200,22200,2200,24,44,null
a1007,6900,Burger,3462,1,Completed,2,14000,16500,4500,2500,23,43,55223790
a2248,9800,Burrito,8868,1,Completed,1,6900,9000,1000,2100,17,37,55226500
a4050,8300,Chilaquiles,2430,10,Completed,1,8200,10800,1300,2600,29,49,55226352
a1083,1300,Chilaquiles,6520,27,Completed,1,10000,7600,5320,2600,16,36,55179738
a4527,6400,Coffee,1170,6,Completed,1,6500,8100,5500,2600,20,40,55220880
a1216,4900,Coffee,6051,5,Completed,1,13000,8300,0,1800,16,36,55226348
a1094,7500,Dessert,7676,1,Completed,1,16000,18500,14500,2500,40,60,55226840
a1147,6800,Dessert,3978,10,Completed,2,26800,30000,30000,3200,33,53,null
a3725,4500,Dessert,4181,22,Completed,2,12000,14800,14800,2800,28,48,null
a2363,5200,Dessert,6852,22,Completed,1,11300,9280,9280,2500,25,45,null
a4740,4000,Dessert,1157,1,Completed,2,15100,17400,13400,2300,24,44,55226840
a3388,8300,Dessert,8692,1,Completed,2,11800,14300,14300,2500,23,43,null
a5185,4400,Dessert,2207,1,Completed,2,9000,9000,2000,2700,17,37,55223770
a4846,7300,Drinks,1608,7,Completed,1,9800,7980,5880,2100,21,41,55222722
a3764,2400,Gorditas,3809,2,Completed,1,9000,11300,9000,2300,18,38,55226944
a4423,3500,Gringas,8430,1,Completed,2,8800,11900,1900,3100,23,43,55226494
a1529,7500,Hot Dog,9217,11,Completed,2,10000,12200,8540,2200,18,38,55192700
a1785,5600,Ice Creame,7828,2,Completed,2,6100,5860,5860,2200,17,37,null
a5351,6400,Meat,1203,2,Completed,1,12800,10280,780,2600,21,41,55226348
a2317,4700,Pizza,4351,8,Completed,1,67000,37400,37400,3900,35,55,null
a3070,3000,Pizza,6132,1,Completed,2,13900,17000,7000,3100,33,53,55226494
a2088,5400,Pizza,1731,1,Completed,1,14400,10400,6400,3200,31,51,55226840
a3580,1300,Pizza,4015,3,Completed,1,25200,27300,27300,2100,27,47,null
a2934,1300,Pizza,4789,9,Completed,1,25200,27400,26400,2200,24,44,55226620
a4894,7400,Pizza,7819,16,Completed,1,16500,10550,1050,1800,21,41,55226352
a4931,7700,Pozole,6807,5,Completed,2,11900,10130,10130,1800,18,38,null
a5235,4900,Pozole,1610,17,Completed,1,35200,30660,25660,2500,18,38,55178070
a5486,7300,Quesadillas,843,7,Completed,2,6000,5000,5000,2000,20,40,null
a3812,7300,Quesadillas,9173,null,Completed,2,10600,7400,400,2100,19,39,55223770
a3800,6600,Snacks,5426,18,Completed,1,8500,12200,2700,3700,34,54,55226348
a1026,2000,Snacks,542,38,Completed,1,18800,21300,21300,2500,22,42,null
a5228,9500,Snacks,4126,2,Completed,1,14300,14140,14140,2700,17,37,null
a5090,5000,Soup,159,8,Completed,1,13900,10440,8340,2100,21,41,55220890
a5143,8800,Sushi,4818,2,Completed,1,36000,35100,32000,3100,33,53,55226944
a3746,1200,Sushi,5217,3,Completed,1,35700,21750,17850,3900,31,51,55226944
a2902,4000,Sushi,5754,3,Completed,2,16600,10270,10270,2800,29,49,null
a3471,3200,Sushi,1186,1,Completed,1,32800,18500,18500,2100,27,47,null
a3563,8300,Sushi,7716,4,Completed,1,21100,10550,10550,0,25,45,null
a3270,8900,Sushi,7503,1,Completed,1,8000,5800,1800,1800,17,37,55226840
a2465,5800,Tacos,3667,14,Completed,2,23100,16960,13960,3100,44,64,55222722
a5134,6600,Tacos,4947,26,Completed,1,5700,8500,5700,2800,28,48,55220884
a3259,2400,Tacos,4236,1,Completed,2,5000,7700,700,2700,23,43,55223770
a3557,2800,Tacos,2045,23,Completed,1,12500,9700,9700,2200,23,43,null
a1239,700,Tacos,4613,1,Completed,2,9500,8200,1200,2500,20,40,55223770
a2767,9100,Tacos,6610,23,Completed,1,13500,10500,1000,2400,18,38,55226352
a2807,5000,Tacos,8215,3,Completed,1,10200,12800,12800,2600,18,38,null
a4000,9600,Tacos,5791,8,Completed,1,11800,14000,14000,2200,16,36,null
a2285,8500,Tortas,5210,8,Completed,1,7000,10200,10200,3200,27,47,null
a1218,3800,Tortas,5414,21,Completed,1,12000,12400,12400,2800,22,42,null
a1608,3700,Tortas,6585,5,Completed,1,18600,20400,20400,1800,18,38,null
a2780,1800,Tortas,2798,36,Completed,1,15700,11620,11620,2200,12,32,null
a5136,900,Tortas,6994,27,Completed,1,7500,9300,9300,1800,10,30,null
a3207,4600,Wings,3717,5,Completed,1,15600,11180,8580,2600,34,54,55226616
a4010,8200,Bakery,5099,3,Completed,1,54800,37980,37980,3100,29,50,null
a2903,8200,Bakery,599,16,Completed,1,51000,38400,35800,2600,27,48,55220878
a1345,6800,Bakery,6411,98,Completed,1,25050,23220,19320,3900,26,47,55226616
a1233,8000,Burger,3847,4,Completed,2,2700,5100,2700,2400,30,51,55220884
a3665,6400,Burger,1643,1,Completed,1,10500,13200,7700,3700,30,51,55226842
a4192,9000,Burger,6138,2,Completed,1,10800,9100,5400,3700,28,49,55226944
a1891,9100,Burger,54,15,Completed,1,5500,7900,7900,2400,23,44,null
a2522,700,Burger,9052,1,Completed,1,13800,13800,8300,0,20,41,55226842
a1062,3000,Burger,4190,3,Completed,2,13000,8000,6500,1500,19,40,55222722
a4047,1200,Chilaquiles,1865,17,Completed,2,7800,8560,8560,3100,25,46,null
a2752,6000,Chilaquiles,9572,1,Completed,2,11300,8310,1310,2200,19,40,55223770
a2151,9200,Chilaquiles,6168,12,Completed,1,15500,12190,12190,3200,16,37,null
a2462,300,Coffee,4456,4,Completed,1,16500,18700,15000,3700,37,58,55226944
a1196,8300,Coffee,2883,1,Completed,2,26000,30700,26700,4700,32,53,55226840
a2075,4800,Coffee,8857,50,Completed,1,6000,9900,9900,3900,29,50,null
a2113,8900,Coffee,3756,33,Completed,1,7900,10400,900,2500,25,46,55226350
a3908,7200,Coffee,5402,11,Completed,2,7500,9600,7500,2100,23,44,55226616
a1159,7500,Dessert,9358,1,Completed,1,3700,6100,0,2400,25,46,55224824
a4759,6900,Dessert,8678,1,Completed,2,6000,7800,800,1800,16,37,55223770
a2800,7300,Drinks,6155,1,Completed,2,9900,8540,1540,2600,23,44,55223770
a3593,7300,Meat,9067,1,Completed,2,6000,8600,1600,2600,28,49,55223770
a3203,8400,Meat,6489,1,Completed,1,12800,9780,5780,2100,15,36,55226840
a5120,5600,Pizza,8075,2,Completed,2,16900,11250,11250,2800,30,51,null
a4433,4600,Pizza,866,12,Completed,1,23500,16600,7100,2500,22,43,55226350
a4764,5700,Pizza,846,1,Completed,2,11500,13300,6300,1800,15,36,55223770
a4750,8300,Pollo,4093,13,Completed,2,15900,18700,18700,2800,21,42,null
a3611,5100,Pozole,1725,2,Completed,2,19900,23000,19900,3100,31,52,55226944
a5188,4900,Pozole,3337,1,Completed,2,7800,8640,1640,2400,28,49,55223770
a4817,4200,Pozole,8444,2,Completed,2,11000,13300,11000,2300,18,39,55226944
a2913,7300,Quesadillas,8742,1,Completed,2,9000,7600,600,3100,23,44,55223770
a2795,5100,Ramen,5907,11,Completed,1,13500,9050,9050,2300,28,49,null
a3237,5800,Snacks,6115,7,Completed,1,23300,17860,15260,2600,25,46,55222722
a5336,5100,Snacks,1503,12,Completed,1,9500,11700,8190,2200,23,44,55179738
a2356,2800,Sushi,2596,21,Completed,1,11500,11700,11700,2200,21,42,null
a1539,4500,Sushi,6830,9,Completed,1,9000,6120,4320,1800,16,37,55222722
a4258,2800,Tacos,7019,5,Completed,1,15000,12100,2600,3100,29,50,55226350
a2445,4800,Tacos,7652,3,Completed,1,24400,16650,13650,2200,28,49,55222682
a3131,2600,Tacos,9395,4,Completed,2,16800,12880,9880,2800,28,49,55222680
a3999,2300,Tacos,4510,1,Completed,1,19600,23300,17800,3700,27,48,55226842
a1205,900,Tacos,7925,13,Completed,1,12000,9600,7200,2400,21,42,55222722
a2816,5000,Tacos,8772,13,Completed,1,24000,14200,14200,2200,16,37,null
a3300,4400,Tacos,2907,1,Completed,2,4500,6800,0,2300,14,35,55223770
a4245,7500,Tacos,7946,13,Completed,1,18700,20900,20900,2200,13,34,null
a1439,4700,Tamales,8898,11,Completed,1,10900,13000,3500,3100,17,38,55226350
a4125,9700,Tamales,1148,10,Completed,1,14700,14190,10290,3900,17,38,55220892
a2837,6500,Tortas,7447,10,Completed,1,9500,9150,9150,2500,26,47,null
a2498,8500,Tortas,1172,2,Completed,2,16500,19500,16500,3000,24,45,55226944
a2429,1800,Tortas,5366,14,Completed,2,22000,16900,13200,3700,21,42,55220894
a2158,4600,Wings,744,10,Completed,1,24000,26300,21300,2300,17,38,55179738
a4985,5300,Wings,9929,8,Completed,2,7500,9300,7500,1800,14,35,55226944
a1906,5000,Bbq,4761,27,Completed,2,12000,14600,14600,2600,19,41,null
a5151,7800,Burger,475,2,Completed,2,11500,15200,15200,3700,31,53,null
a2427,8100,Burger,2298,12,Completed,1,21500,21500,21500,0,30,52,null
a2688,7100,Burger,6330,5,Completed,2,23500,26600,23500,3100,22,44,55226616
a3953,9700,Burger,5023,7,Completed,2,5500,7900,5500,2400,20,42,55220886
a3815,400,Burrito,7827,7,Completed,1,17400,13540,10440,3100,28,50,55226658
a4473,3200,Chilaquiles,9011,1,Completed,1,17500,22200,14200,4700,24,46,55226502
a1586,6800,Chilaquiles,2749,2,Completed,2,1700,3500,3500,1800,8,30,null
a3065,5000,Dessert,6069,7,Completed,1,11500,13700,10000,3700,32,54,55220886
a3788,100,Dessert,4617,1,Completed,2,7500,7600,600,3100,29,51,55223770
a2920,8600,Dessert,1814,1,Completed,2,3000,6100,0,3100,28,50,55226494
a5207,4300,Dessert,5778,9,Completed,1,35000,37500,28000,2500,28,50,55226350
a1423,5200,Dessert,682,2,Completed,1,21300,15280,12780,2500,26,48,55226944
a4414,6900,Dessert,9199,4,Completed,1,6000,8300,6000,2300,22,44,55222722
a3444,1900,Dessert,7907,14,Completed,1,18000,11400,9120,2400,21,43,55179736
a4190,6100,Drinks,893,5,Completed,1,8300,10100,8300,1800,16,38,55226616
a1752,500,Gorditas,4338,5,Completed,1,7800,10300,7800,2500,15,37,55226944
a2557,8800,Gorditas,5631,4,Completed,1,5000,6000,6000,2400,9,31,null
a1166,2200,Hot Dog,2423,6,Completed,1,18000,21100,18000,3100,28,50,55226944
a2061,2300,Ice Creame,5139,1,Completed,1,20000,23000,15000,3000,22,44,55226502
a4111,4700,Ice Creame,1626,1,Completed,2,6000,8200,1200,2200,18,40,55223770
a5490,6400,Meat,9757,12,Completed,2,8900,8440,5340,3100,30,52,55220888
a1314,5400,Pizza,8910,7,Completed,1,25200,15800,6300,3200,30,52,55226352
a1644,2600,Pizza,7850,10,Completed,1,15500,17300,17300,1800,28,50,null
a4647,1700,Pizza,5848,21,Completed,1,16900,14775,14775,2100,24,46,null
a3152,5200,Pizza,9438,2,Completed,2,13400,15900,13400,2500,22,44,55226944
a1739,2900,Pizza,5708,4,Completed,2,15900,13330,12330,2200,12,34,55226620
a4805,9300,Pollo,2837,1,Completed,2,5200,7000,0,1800,16,38,55223770
a5318,4900,Pozole,2276,1,Completed,2,17600,16580,16580,2500,18,40,null
a3550,6000,Pozole,2414,1,Completed,2,8000,10300,10300,2300,14,36,null
a4405,9400,Sandwiches,9981,33,Completed,2,17100,19100,17100,2000,15,37,55226616
a2899,7100,Seafood,1114,2,Completed,2,14900,15810,13410,2400,37,59,55226944
a5075,8800,Sushi,4349,3,Completed,2,10500,14200,14200,3700,26,48,null
a2740,2800,Sushi,3058,6,Completed,1,13500,14275,9992,2800,25,47,55220392
a3774,5500,Sushi,1408,1,Completed,2,6300,8800,4800,2500,21,43,55226840
a2296,100,Tacos,5094,3,Completed,2,19000,22900,19000,3900,35,57,55226944
a1051,1700,Tacos,5655,2,Completed,2,19500,24200,19500,4700,34,56,55226944
a2951,7500,Tacos,4054,null,Completed,1,9450,12650,9650,3200,32,54,55222722
a3285,2400,Tacos,8859,3,Completed,1,24600,27300,24600,2700,25,47,55222722
a3793,9800,Tacos,4689,1,Completed,2,30300,26940,17440,2700,24,46,55226352
a4288,2800,Tacos,9111,3,Completed,2,5900,5940,5940,2400,24,46,null
a1648,7200,Tacos,7012,3,Completed,1,15800,11780,11780,2300,22,44,null
a1920,5800,Tacos,2861,28,Completed,1,21000,14600,14600,2000,22,44,null
a1099,2500,Tacos,3239,1,Completed,2,29100,17750,12250,3200,18,40,55226842
a3427,3500,Tacos,9943,1,Completed,2,3000,6100,0,3100,18,40,55223770
a4617,5000,Tacos,3956,23,Completed,1,26100,20700,16560,2500,18,40,55179736
a2284,300,Tacos,726,1,Completed,2,6800,7120,120,2700,15,37,55223770
a2110,5800,Tacos,1833,10,Completed,2,8500,6900,6900,1800,13,35,null
a5266,5100,Tortas,863,7,Completed,2,4500,6700,4500,2200,12,34,55226944
a1568,3000,Wings,8429,5,Completed,1,13900,10140,9140,1800,26,48,55226620
a1775,5200,Wings,9325,4,Completed,2,5000,7500,7500,2500,20,42,null
a1050,9400,Wings,591,3,Completed,1,10000,6800,5000,1800,14,36,55226944
a2587,9400,Antojitos,9779,1,Completed,2,8000,6400,0,2200,15,38,55223770
a2671,3700,Burger,8020,3,Completed,1,27000,16600,13500,3100,29,52,55220882
a1953,8100,Burger,6274,15,Completed,1,13000,15300,5800,2300,24,47,55226350
a3440,6700,Burger,3048,7,Completed,2,10900,8940,6540,2400,20,43,55226944
a1311,2400,Burger,2829,3,Completed,2,8500,11200,11200,2700,15,38,null
a4451,7200,Burger,2250,1,Completed,2,6500,5700,200,1800,15,38,55226842
a5181,2600,Burger,3571,2,Completed,2,3900,3840,3840,1500,5,28,null
a1701,7400,Burrito,6011,1,Completed,2,11900,14200,6200,2300,21,44,55226502
a1757,2500,Dessert,5738,1,Completed,2,8000,7900,900,2500,25,48,55223770
a2543,8600,Dessert,6829,1,Completed,2,5800,8000,4000,2200,20,43,55226840
a3024,1400,Dessert,5738,17,Completed,2,4500,5800,5800,2200,13,36,null
a3744,5400,Drinks,5106,3,Completed,1,24700,15850,15850,3500,33,56,null
a3627,7400,Pizza,8400,5,Completed,2,33500,20700,19700,2700,34,57,55226620
a1110,8600,Pizza,7921,14,Completed,1,12900,15700,6200,2800,30,53,55226352
a4267,6900,Pollo,850,8,Completed,1,11500,10025,6325,3700,27,50,55220896
a3181,4000,Postry,5909,2,Completed,1,38900,42600,33100,3700,21,44,55226350
a4602,6400,Pozole,6933,2,Completed,2,14400,17200,14400,2800,22,45,55226944
a4667,5100,Ramen,6091,35,Completed,1,15000,9700,9700,2200,24,47,null
a4112,5200,Snacks,2327,1,Completed,2,1700,4500,0,2800,28,51,55226850
a3922,1000,Snacks,7775,1,Completed,2,8000,7400,400,1800,21,44,55223770
a3413,2800,Sushi,8782,8,Completed,1,11000,14100,4600,3100,30,53,55226350
a3183,8900,Sushi,9547,4,Completed,1,29300,16650,16650,2000,23,46,null
a1989,100,Sushi,2681,1,Completed,2,14500,16300,9300,1800,14,37,55223770
a1424,300,Tacos,2383,12,Completed,1,25500,21275,16575,4700,44,67,55220892
a4888,2200,Tacos,6656,1,Completed,2,6500,9000,2000,2500,43,66,55223770
a3638,2200,Tacos,2349,2,Completed,2,10500,13500,13500,3000,42,65,null
a3670,5300,Tacos,1673,17,Completed,1,7800,10300,800,2500,34,57,55226352
a1323,4300,Tacos,3697,1,Completed,2,20400,23100,16100,2700,32,55,55223770
a2316,700,Tacos,1498,4,Completed,1,24000,14500,14500,2500,25,48,null
a2524,4300,Tacos,2125,2,Completed,2,26300,28100,28100,1800,23,46,null
a4036,5000,Tacos,7536,4,Completed,1,23900,26700,20700,2800,22,45,55220392
a2056,4700,Tacos,8406,6,Completed,2,12000,14200,4700,2200,15,38,55226348
a3258,6900,Tortas,2954,1,Completed,2,8500,8200,1200,3100,32,55,55223770
a1629,8900,Wings,1694,5,Completed,1,6000,9700,200,3700,29,52,55226350
a1689,3000,Wings,5744,5,Completed,1,22900,15540,13740,1800,24,47,55226616
a3851,5300,Wings,3037,11,Completed,1,12400,11500,11500,2200,17,40,null
a4671,6900,Wings,2804,11,Completed,2,6000,7800,7800,1800,14,37,null
a3685,6600,Burger,2671,3,Completed,1,25000,28500,19950,3500,38,62,55192700
a2366,700,Burger,1381,1,Completed,1,13800,13800,4300,0,33,57,55226348
a3448,2600,Burger,9532,8,Completed,2,8900,8440,5340,3100,33,57,55220878
a2575,3700,Burger,1928,1,Completed,2,9000,11700,4700,2700,30,54,55223770
a1063,8000,Burger,5663,1,Completed,1,33900,25000,25000,2500,23,47,null
a5231,3200,Chilaquiles,690,1,Completed,2,8000,10800,5300,2800,17,41,55226842
a3236,9500,Coffee,4137,10,Completed,2,19200,15800,7900,2000,20,44,55191566
a2055,5400,Dessert,3279,1,Completed,2,4500,6000,0,2400,20,44,55223770
a2768,5800,Empanadas,9620,10,Completed,1,20200,15220,15220,3100,29,53,null
a1818,8800,Gorditas,4014,3,Completed,1,18000,11700,11700,2700,14,38,null
a3420,9800,Meat,9328,3,Completed,2,13600,10360,8160,2200,19,43,55226616
a1410,7700,Pizza,1046,17,Completed,1,45600,48300,48300,2700,32,56,null
a3481,5600,Pizza,7751,14,Completed,2,21000,13600,12600,3100,25,49,55226620
a5392,7400,Pizza,1312,4,Completed,1,23000,15900,13500,2400,22,46,55222722
a1510,2900,Pizza,1105,11,Completed,1,14900,17100,8550,2200,9,33,55202376
a3947,5100,Ramen,2946,1,Completed,2,27000,17200,12100,3700,28,52,55226850
a2760,6400,Seafood,7003,3,Completed,2,20500,14350,14350,0,21,45,null
a3771,7900,Seafood,2114,2,Completed,1,35000,38200,38200,3200,20,44,null
a1331,2500,Sushi,5974,5,Completed,2,22800,14400,11400,3000,31,55,55222722
a2204,4400,Tacos,7736,59,Completed,2,18300,21300,14910,3000,29,53,null
a2472,700,Tacos,1498,3,Completed,1,24000,14500,14500,2500,26,50,null
a5045,5300,Tacos,6302,6,Completed,1,10200,14100,14100,3900,24,48,null
a2525,9900,Tacos,1965,8,Completed,2,6000,8100,8100,2100,18,42,null
a5037,700,Tortas,7640,8,Completed,1,19500,22300,12800,2800,31,55,55226352
a1717,1800,Tortas,2586,6,Completed,2,12100,10060,7260,2800,22,46,55220894
a2528,5200,Wings,1536,8,Completed,1,6000,8800,6000,2800,26,50,55226944
a3757,9100,Burger,3169,1,Completed,2,10400,13500,3500,3100,33,58,55226494
a5184,9500,Burger,5838,8,Completed,1,16300,16040,6540,2500,26,51,55226348
a5340,6400,Burger,9754,9,Completed,2,7700,10400,900,2700,10,35,55226352
a2905,8300,Chilaquiles,4072,2,Completed,1,2700,5800,2700,3100,24,49,55226944
a4158,7000,Coffee,2657,1,Completed,2,5000,7100,100,3100,30,55,55223770
a5268,6900,Dessert,6356,6,Completed,1,9500,11900,2400,2400,27,52,55226350
a4316,5000,Dessert,4578,2,Completed,2,6500,8325,5827,2800,18,43,55226914
a1850,5800,Empanadas,2225,1,Completed,1,46300,30280,24780,2500,28,53,55226842
a3763,9400,French Fries,6771,1,Completed,2,4000,6700,0,2700,35,60,55223770
a1886,2600,Pizza,9735,5,Completed,1,9000,11300,9000,2300,20,45,55222722
a2298,6900,Soup,9717,11,Completed,1,14500,13250,13250,3100,20,45,null
a2444,1600,Sushi,4658,6,Completed,1,8700,11900,8700,3200,39,64,55226616
a5126,8300,Sushi,8101,4,Completed,1,12500,12500,12500,0,30,55,null
a1839,700,Sushi,4465,1,Completed,1,19500,21700,16700,2200,20,45,55226914
a3289,5700,Tacos,1345,6,Completed,2,15000,7700,7700,3200,24,49,null
a3368,6400,Tacos,2473,1,Completed,2,7000,7000,0,2100,20,45,55223770
a4615,9300,Burger,1818,1,Completed,1,26600,15500,11500,2200,29,55,55226840
a3283,6200,Burger,9686,1,Completed,2,15000,15800,11800,800,27,53,55226840
a2437,700,Burger,1257,1,Completed,2,8900,6950,0,2500,26,52,55223770
a3653,2600,Burger,6754,8,Completed,1,12900,10840,1340,3100,26,52,55226350
a3573,1300,Burger,4613,4,Completed,2,5000,7700,7700,2700,24,50,null
a1405,9200,Burger,628,93,Completed,1,9900,8140,8140,2200,23,49,null
a3941,1300,Burger,1352,7,Completed,1,10500,13600,13600,3100,20,46,null
a2772,7400,Burrito,1840,1,Completed,1,51600,32080,24080,3700,34,60,55226502
a3536,7700,Burrito,8913,1,Completed,2,9500,11500,6000,2000,33,59,55226842
a4223,400,Dessert,6446,2,Completed,2,9900,8740,5940,2800,26,52,55226944
a3246,5000,Dessert,3223,29,Completed,2,22900,21400,6400,0,18,44,55178216
a4220,4200,Dessert,9491,2,Completed,2,1500,4200,1500,2700,17,43,55226944
a4030,8600,Meat,6363,1,Completed,2,15500,17800,12300,2300,19,45,55226842
a4835,7400,Pizza,3700,4,Completed,2,15000,9300,7500,1800,23,49,55222722
a4604,7300,Quesadillas,5589,10,Completed,1,8800,6900,4400,2500,17,43,55220890
a3632,9000,Sushi,3110,8,Completed,1,15300,13000,12000,700,28,54,55226620
a3772,2300,Tacos,3624,36,Completed,1,8400,10800,10800,2400,19,45,null
a4026,5300,Tamales,9817,1,Completed,1,30600,27580,23580,3100,27,53,55226840
a2571,1000,Wings,3085,3,Completed,1,29600,18000,14800,3200,28,54,55226944
a1302,5200,Wings,3707,1,Completed,2,4000,6400,0,2400,17,43,55223770
a2686,5000,Bbq,7314,17,Completed,1,11000,13000,11000,2000,13,40,55223842
a1964,9200,Burger,1859,20,Completed,1,15000,12100,12100,3100,29,56,null
a5211,7500,Burger,218,2,Completed,1,14000,16500,14000,2500,24,51,55226944
a5081,9800,Burger,5897,9,Completed,1,9500,12200,9500,2700,23,50,55226616
a1138,3200,Burger,2759,1,Completed,2,10000,8500,1500,2500,22,49,55223770
a5047,6400,Burger,5209,2,Completed,2,9200,11900,8900,2700,16,43,55222684
a1979,1500,Coffee,2850,1,Completed,2,3600,5900,0,2300,21,48,55223770
a3581,2800,Ice Creame,2241,8,Completed,1,9000,11700,9000,2700,19,46,55226616
a3043,1700,Pizza,1621,8,Completed,1,17400,17375,13675,3700,23,50,55220884
a1865,7600,Quesadillas,7028,5,Completed,2,4999,6099,2999,3100,26,53,55226944
a5372,9500,Quesadillas,1380,3,Completed,2,7500,9900,7500,2400,22,49,55226944
a1585,9700,Sushi,3678,14,Completed,1,18225,15858,15858,3100,28,55,null
a3759,4000,Sushi,2158,16,Completed,2,18000,10675,10675,2800,27,54,null
a3733,6800,Tacos,8890,1,Completed,2,6500,7900,900,3900,21,48,55223770
a4007,3000,Tacos,2712,1,Completed,2,7000,8600,0,3000,15,42,55226348
a2435,2300,Tortas,5355,4,Completed,1,8500,10600,9600,2100,14,41,55226620
a1728,8900,Wings,5283,1,Completed,2,3000,4800,800,1800,6,33,55226840
a3704,9000,Burger,5877,11,Completed,1,21600,14700,10800,3900,30,58,55220886
a3562,9300,Burger,1708,4,Completed,2,13300,9050,8050,2400,24,52,55226620
a4915,6400,Burger,8973,1,Completed,2,3500,7200,3200,3700,23,51,55226840
a1425,6000,Chilaquiles,6695,4,Completed,2,21300,15500,12300,3200,25,53,55226616
